"","display_title","seasonal_average","region","metric","city","Season","lq_rank","color"
"459","Charlotte, NC",0.484545454545455,"Southeast","downtown","Charlotte","Season_1",30,"#ff7f00"
"460","Charlotte, NC",0.480252762159266,"Southeast","downtown","Charlotte","Season_8",39,"#ff7f00"
"461","Charlotte, NC",0.459090909090909,"Southeast","downtown","Charlotte","Season_5",40,"#ff7f00"
"462","Charlotte, NC",0.435,"Southeast","downtown","Charlotte","Season_4",39,"#ff7f00"
"463","Jacksonville, FL",0.77,"Southeast","downtown","Jacksonville","Season_7",14,"#ff7f00"
"464","Jacksonville, FL",0.739570443065067,"Southeast","downtown","Jacksonville","Season_9",19,"#ff7f00"
"465","Jacksonville, FL",0.708611516880859,"Southeast","downtown","Jacksonville","Season_11",21,"#ff7f00"
"466","Jacksonville, FL",0.699893165679341,"Southeast","downtown","Jacksonville","Season_10",17,"#ff7f00"
"467","Jacksonville, FL",0.641035767807801,"Southeast","downtown","Jacksonville","Season_8",23,"#ff7f00"
"468","Jacksonville, FL",0.634166666666667,"Southeast","downtown","Jacksonville","Season_6",24,"#ff7f00"
"469","Jacksonville, FL",0.545,"Southeast","downtown","Jacksonville","Season_5",26,"#ff7f00"
"470","Jacksonville, FL",0.534,"Southeast","downtown","Jacksonville","Season_4",25,"#ff7f00"
"471","Jacksonville, FL",0.5325,"Southeast","downtown","Jacksonville","Season_1",23,"#ff7f00"
"472","Jacksonville, FL",0.5185,"Southeast","downtown","Jacksonville","Season_3",31,"#ff7f00"
"473","Jacksonville, FL",0.482727272727273,"Southeast","downtown","Jacksonville","Season_2",28,"#ff7f00"
"474","Memphis, TN",0.779230769230769,"Southeast","downtown","Memphis","Season_7",13,"#ff7f00"
"475","Memphis, TN",0.71496037101209,"Southeast","downtown","Memphis","Season_11",20,"#ff7f00"
"476","Memphis, TN",0.686773298352676,"Southeast","downtown","Memphis","Season_8",18,"#ff7f00"
"477","Memphis, TN",0.677777777777778,"Southeast","downtown","Memphis","Season_6",21,"#ff7f00"
"478","Memphis, TN",0.674599426172824,"Southeast","downtown","Memphis","Season_10",22,"#ff7f00"
"479","Memphis, TN",0.655583566666378,"Southeast","downtown","Memphis","Season_9",23,"#ff7f00"
"480","Memphis, TN",0.624090909090909,"Southeast","downtown","Memphis","Season_3",18,"#ff7f00"
"481","Memphis, TN",0.57,"Southeast","downtown","Memphis","Season_2",16,"#ff7f00"
"482","Memphis, TN",0.562,"Southeast","downtown","Memphis","Season_5",23,"#ff7f00"
"483","Memphis, TN",0.537,"Southeast","downtown","Memphis","Season_4",24,"#ff7f00"
"484","Memphis, TN",0.5205,"Southeast","downtown","Memphis","Season_1",24,"#ff7f00"
"485","Miami, FL",0.761923076923077,"Southeast","downtown","Miami","Season_3",7,"#ff7f00"
"486","Miami, FL",0.712222222222222,"Southeast","downtown","Miami","Season_6",17,"#ff7f00"
"487","Miami, FL",0.693435916600397,"Southeast","downtown","Miami","Season_11",24,"#ff7f00"
"488","Miami, FL",0.689,"Southeast","downtown","Miami","Season_5",14,"#ff7f00"
"489","Miami, FL",0.669201702518614,"Southeast","downtown","Miami","Season_10",23,"#ff7f00"
"490","Miami, FL",0.666666666666667,"Southeast","downtown","Miami","Season_7",26,"#ff7f00"
"491","Miami, FL",0.66,"Southeast","downtown","Miami","Season_4",14,"#ff7f00"
"492","Miami, FL",0.648686819345656,"Southeast","downtown","Miami","Season_8",22,"#ff7f00"
"493","Miami, FL",0.63712343779985,"Southeast","downtown","Miami","Season_9",26,"#ff7f00"
"494","Miami, FL",0.5445,"Southeast","downtown","Miami","Season_1",20,"#ff7f00"
"495","Miami, FL",0.50875,"Southeast","downtown","Miami","Season_2",23,"#ff7f00"
"496","Nashville, TN",0.771538461538462,"Southeast","downtown","Nashville","Season_6",11,"#ff7f00"
"497","Nashville, TN",0.735833333333333,"Southeast","downtown","Nashville","Season_7",19,"#ff7f00"
"498","Nashville, TN",0.645193025634128,"Southeast","downtown","Nashville","Season_11",29,"#ff7f00"
"499","Nashville, TN",0.618276704405734,"Southeast","downtown","Nashville","Season_10",29,"#ff7f00"
"500","Nashville, TN",0.612975836205973,"Southeast","downtown","Nashville","Season_9",27,"#ff7f00"
"501","Nashville, TN",0.612632711035073,"Southeast","downtown","Nashville","Season_8",26,"#ff7f00"
"502","Nashville, TN",0.579166666666667,"Southeast","downtown","Nashville","Season_5",21,"#ff7f00"
"503","Nashville, TN",0.47875,"Southeast","downtown","Nashville","Season_3",40,"#ff7f00"
"504","Nashville, TN",0.441666666666667,"Southeast","downtown","Nashville","Season_4",38,"#ff7f00"
"505","Nashville, TN",0.322222222222222,"Southeast","downtown","Nashville","Season_1",56,"#ff7f00"
"506","Nashville, TN",0.294545454545455,"Southeast","downtown","Nashville","Season_2",56,"#ff7f00"
"507","New Orleans, LA",0.588181818181818,"Southeast","downtown","New Orleans","Season_6",32,"#ff7f00"
"508","New Orleans, LA",0.517812953793009,"Southeast","downtown","New Orleans","Season_11",43,"#ff7f00"
"509","New Orleans, LA",0.499428451970854,"Southeast","downtown","New Orleans","Season_10",40,"#ff7f00"
"510","New Orleans, LA",0.476302430596579,"Southeast","downtown","New Orleans","Season_8",41,"#ff7f00"
"511","New Orleans, LA",0.475833333333333,"Southeast","downtown","New Orleans","Season_5",36,"#ff7f00"
"512","New Orleans, LA",0.462815066125337,"Southeast","downtown","New Orleans","Season_9",50,"#ff7f00"
"513","New Orleans, LA",0.4525,"Southeast","downtown","New Orleans","Season_3",43,"#ff7f00"
"514","New Orleans, LA",0.424166666666667,"Southeast","downtown","New Orleans","Season_7",57,"#ff7f00"
"515","New Orleans, LA",0.357272727272727,"Southeast","downtown","New Orleans","Season_4",51,"#ff7f00"
"516","New Orleans, LA",0.33,"Southeast","downtown","New Orleans","Season_2",48,"#ff7f00"
"517","New Orleans, LA",0.261,"Southeast","downtown","New Orleans","Season_1",62,"#ff7f00"
"518","Raleigh, NC",0.552083333333333,"Southeast","downtown","Raleigh","Season_3",27,"#ff7f00"
"519","Raleigh, NC",0.534166666666667,"Southeast","downtown","Raleigh","Season_7",41,"#ff7f00"
"520","Raleigh, NC",0.507945414799516,"Southeast","downtown","Raleigh","Season_11",47,"#ff7f00"
"521","Raleigh, NC",0.484982370591276,"Southeast","downtown","Raleigh","Season_10",43,"#ff7f00"
"522","Raleigh, NC",0.4725,"Southeast","downtown","Raleigh","Season_6",41,"#ff7f00"
"523","Raleigh, NC",0.45130522561982,"Southeast","downtown","Raleigh","Season_9",53,"#ff7f00"
"524","Raleigh, NC",0.443424746281907,"Southeast","downtown","Raleigh","Season_8",51,"#ff7f00"
"525","Raleigh, NC",0.433,"Southeast","downtown","Raleigh","Season_4",41,"#ff7f00"
"526","Raleigh, NC",0.376666666666667,"Southeast","downtown","Raleigh","Season_5",50,"#ff7f00"
"527","Raleigh, NC",0.328181818181818,"Southeast","downtown","Raleigh","Season_1",55,"#ff7f00"
"528","Raleigh, NC",0.325833333333333,"Southeast","downtown","Raleigh","Season_2",52,"#ff7f00"
"529","Tampa, FL",0.852070576983144,"Southeast","downtown","Tampa","Season_9",9,"#ff7f00"
"530","Tampa, FL",0.848888888888889,"Southeast","downtown","Tampa","Season_6",6,"#ff7f00"
"531","Tampa, FL",0.806,"Southeast","downtown","Tampa","Season_7",10,"#ff7f00"
"532","Tampa, FL",0.805635378814931,"Southeast","downtown","Tampa","Season_10",9,"#ff7f00"
"533","Tampa, FL",0.80338398602049,"Southeast","downtown","Tampa","Season_8",10,"#ff7f00"
"534","Tampa, FL",0.779480238120199,"Southeast","downtown","Tampa","Season_11",16,"#ff7f00"
"535","Tampa, FL",0.764545454545455,"Southeast","downtown","Tampa","Season_3",6,"#ff7f00"
"536","Tampa, FL",0.754615384615385,"Southeast","downtown","Tampa","Season_4",6,"#ff7f00"
"537","Tampa, FL",0.703846153846154,"Southeast","downtown","Tampa","Season_5",10,"#ff7f00"
"538","Tampa, FL",0.64,"Southeast","downtown","Tampa","Season_2",10,"#ff7f00"
"539","Tampa, FL",0.547307692307692,"Southeast","downtown","Tampa","Season_1",19,"#ff7f00"
"540","Albuquerque, NM",1.07389219902438,"Southwest","downtown","Albuquerque","Season_8",2,"#e6ab02"
"541","Albuquerque, NM",0.898453118743903,"Southwest","downtown","Albuquerque","Season_11",9,"#e6ab02"
"542","Albuquerque, NM",0.850620991100161,"Southwest","downtown","Albuquerque","Season_10",6,"#e6ab02"
"543","Albuquerque, NM",0.763,"Southwest","downtown","Albuquerque","Season_6",13,"#e6ab02"
"544","Albuquerque, NM",0.73966560421534,"Southwest","downtown","Albuquerque","Season_9",18,"#e6ab02"
"545","Albuquerque, NM",0.733636363636364,"Southwest","downtown","Albuquerque","Season_7",20,"#e6ab02"
"546","Albuquerque, NM",0.7185,"Southwest","downtown","Albuquerque","Season_3",12,"#e6ab02"
"547","Albuquerque, NM",0.69,"Southwest","downtown","Albuquerque","Season_5",13,"#e6ab02"
"548","Albuquerque, NM",0.6875,"Southwest","downtown","Albuquerque","Season_4",10,"#e6ab02"
"549","Albuquerque, NM",0.665454545454545,"Southwest","downtown","Albuquerque","Season_1",6,"#e6ab02"
"550","Albuquerque, NM",0.633333333333333,"Southwest","downtown","Albuquerque","Season_2",11,"#e6ab02"
"551","Austin, TX",0.6,"Southwest","downtown","Austin","Season_7",31,"#e6ab02"
"552","Austin, TX",0.58125,"Southwest","downtown","Austin","Season_6",33,"#e6ab02"
"553","Austin, TX",0.577485490439967,"Southwest","downtown","Austin","Season_11",36,"#e6ab02"
"554","Austin, TX",0.537898070477289,"Southwest","downtown","Austin","Season_8",35,"#e6ab02"
"555","Austin, TX",0.536111111111111,"Southwest","downtown","Austin","Season_3",28,"#e6ab02"
"556","Austin, TX",0.532254152603141,"Southwest","downtown","Austin","Season_10",37,"#e6ab02"
"557","Austin, TX",0.528918369104792,"Southwest","downtown","Austin","Season_9",38,"#e6ab02"
"558","Austin, TX",0.522857142857143,"Southwest","downtown","Austin","Season_5",30,"#e6ab02"
"559","Austin, TX",0.501818181818182,"Southwest","downtown","Austin","Season_4",29,"#e6ab02"
"560","Austin, TX",0.398181818181818,"Southwest","downtown","Austin","Season_2",38,"#e6ab02"
"561","Austin, TX",0.3525,"Southwest","downtown","Austin","Season_1",53,"#e6ab02"
"562","Colorado Springs, CO",0.848333333333333,"Southwest","downtown","Colorado Springs","Season_7",8,"#e6ab02"
"563","Colorado Springs, CO",0.839732209495375,"Southwest","downtown","Colorado Springs","Season_11",10,"#e6ab02"
"564","Colorado Springs, CO",0.832727272727273,"Southwest","downtown","Colorado Springs","Season_6",7,"#e6ab02"
"565","Colorado Springs, CO",0.760196186431895,"Southwest","downtown","Colorado Springs","Season_10",15,"#e6ab02"
"566","Colorado Springs, CO",0.747323223104582,"Southwest","downtown","Colorado Springs","Season_9",17,"#e6ab02"
"567","Colorado Springs, CO",0.72490237858291,"Southwest","downtown","Colorado Springs","Season_8",15,"#e6ab02"
"568","Colorado Springs, CO",0.71,"Southwest","downtown","Colorado Springs","Season_3",14,"#e6ab02"
"569","Colorado Springs, CO",0.708888888888889,"Southwest","downtown","Colorado Springs","Season_2",6,"#e6ab02"
"570","Colorado Springs, CO",0.697777777777778,"Southwest","downtown","Colorado Springs","Season_5",11,"#e6ab02"
"571","Colorado Springs, CO",0.653333333333333,"Southwest","downtown","Colorado Springs","Season_4",15,"#e6ab02"
"572","Colorado Springs, CO",0.588888888888889,"Southwest","downtown","Colorado Springs","Season_1",15,"#e6ab02"
"573","Denver, CO",0.633432343504384,"Southwest","downtown","Denver","Season_10",28,"#e6ab02"
"574","Denver, CO",0.616666666666667,"Southwest","downtown","Denver","Season_6",28,"#e6ab02"
"575","Denver, CO",0.590439942543765,"Southwest","downtown","Denver","Season_11",35,"#e6ab02"
"576","Denver, CO",0.583333333333333,"Southwest","downtown","Denver","Season_7",33,"#e6ab02"
"577","Denver, CO",0.572307692307692,"Southwest","downtown","Denver","Season_3",24,"#e6ab02"
"578","Denver, CO",0.567637292200112,"Southwest","downtown","Denver","Season_8",31,"#e6ab02"
"579","Denver, CO",0.559876128395905,"Southwest","downtown","Denver","Season_9",33,"#e6ab02"
"580","Denver, CO",0.554,"Southwest","downtown","Denver","Season_4",21,"#e6ab02"
"581","Denver, CO",0.533333333333333,"Southwest","downtown","Denver","Season_5",28,"#e6ab02"
"582","Denver, CO",0.458181818181818,"Southwest","downtown","Denver","Season_2",31,"#e6ab02"
"583","Denver, CO",0.434090909090909,"Southwest","downtown","Denver","Season_1",39,"#e6ab02"
"584","El Paso, TX",1.16787727665261,"Southwest","downtown","El Paso","Season_11",4,"#e6ab02"
"585","El Paso, TX",0.980909090909091,"Southwest","downtown","El Paso","Season_7",4,"#e6ab02"
"586","El Paso, TX",0.954272656344783,"Southwest","downtown","El Paso","Season_10",5,"#e6ab02"
"587","El Paso, TX",0.909937380923298,"Southwest","downtown","El Paso","Season_9",7,"#e6ab02"
"588","El Paso, TX",0.83,"Southwest","downtown","El Paso","Season_6",8,"#e6ab02"
"589","El Paso, TX",0.827049286347508,"Southwest","downtown","El Paso","Season_8",7,"#e6ab02"
"590","El Paso, TX",0.712,"Southwest","downtown","El Paso","Season_5",9,"#e6ab02"
"591","El Paso, TX",0.671818181818182,"Southwest","downtown","El Paso","Season_1",5,"#e6ab02"
"592","El Paso, TX",0.620833333333333,"Southwest","downtown","El Paso","Season_4",17,"#e6ab02"
"593","El Paso, TX",0.619166666666667,"Southwest","downtown","El Paso","Season_3",19,"#e6ab02"
"594","El Paso, TX",0.574,"Southwest","downtown","El Paso","Season_2",15,"#e6ab02"
"595","Fort Worth, TX",0.756666666666667,"Southwest","downtown","Fort Worth","Season_6",14,"#e6ab02"
"596","Fort Worth, TX",0.701818181818182,"Southwest","downtown","Fort Worth","Season_4",8,"#e6ab02"
"597","Fort Worth, TX",0.701206501012907,"Southwest","downtown","Fort Worth","Season_10",16,"#e6ab02"
"598","Fort Worth, TX",0.698839731872824,"Southwest","downtown","Fort Worth","Season_11",23,"#e6ab02"
"599","Fort Worth, TX",0.693,"Southwest","downtown","Fort Worth","Season_5",12,"#e6ab02"
"600","Fort Worth, TX",0.687272727272727,"Southwest","downtown","Fort Worth","Season_7",22,"#e6ab02"
"601","Fort Worth, TX",0.681953830823834,"Southwest","downtown","Fort Worth","Season_8",19,"#e6ab02"
"602","Fort Worth, TX",0.640141101000386,"Southwest","downtown","Fort Worth","Season_9",25,"#e6ab02"
"603","Fort Worth, TX",0.618181818181818,"Southwest","downtown","Fort Worth","Season_3",20,"#e6ab02"
"604","Fort Worth, TX",0.579166666666667,"Southwest","downtown","Fort Worth","Season_2",14,"#e6ab02"
"605","Fort Worth, TX",0.496923076923077,"Southwest","downtown","Fort Worth","Season_1",28,"#e6ab02"
"606","Houston, TX",0.9,"Southwest","downtown","Houston","Season_7",6,"#e6ab02"
"607","Houston, TX",0.73449667851312,"Southwest","downtown","Houston","Season_8",13,"#e6ab02"
"608","Houston, TX",0.659103333225062,"Southwest","downtown","Houston","Season_10",27,"#e6ab02"
"609","Houston, TX",0.608106140985301,"Southwest","downtown","Houston","Season_11",33,"#e6ab02"
"610","Houston, TX",0.570436722853327,"Southwest","downtown","Houston","Season_9",31,"#e6ab02"
"611","Houston, TX",0.567,"Southwest","downtown","Houston","Season_6",34,"#e6ab02"
"612","Houston, TX",0.508333333333333,"Southwest","downtown","Houston","Season_3",33,"#e6ab02"
"613","Houston, TX",0.5025,"Southwest","downtown","Houston","Season_5",33,"#e6ab02"
"614","Houston, TX",0.462307692307692,"Southwest","downtown","Houston","Season_4",34,"#e6ab02"
"615","Houston, TX",0.4405,"Southwest","downtown","Houston","Season_1",38,"#e6ab02"
"616","Houston, TX",0.398,"Southwest","downtown","Houston","Season_2",39,"#e6ab02"
"617","Las Vegas, NV",0.898181818181818,"Southwest","downtown","Las Vegas","Season_5",2,"#e6ab02"
"618","Las Vegas, NV",0.881111111111111,"Southwest","downtown","Las Vegas","Season_6",5,"#e6ab02"
"619","Las Vegas, NV",0.822197306692222,"Southwest","downtown","Las Vegas","Season_9",12,"#e6ab02"
"620","Las Vegas, NV",0.812727272727273,"Southwest","downtown","Las Vegas","Season_7",9,"#e6ab02"
"621","Las Vegas, NV",0.804932040151017,"Southwest","downtown","Las Vegas","Season_8",9,"#e6ab02"
"622","Las Vegas, NV",0.787577102547862,"Southwest","downtown","Las Vegas","Season_11",14,"#e6ab02"
"623","Las Vegas, NV",0.773977724456269,"Southwest","downtown","Las Vegas","Season_10",13,"#e6ab02"
"624","Las Vegas, NV",0.737083333333333,"Southwest","downtown","Las Vegas","Season_3",11,"#e6ab02"
"625","Las Vegas, NV",0.725454545454545,"Southwest","downtown","Las Vegas","Season_4",7,"#e6ab02"
"626","Las Vegas, NV",0.7,"Southwest","downtown","Las Vegas","Season_2",7,"#e6ab02"
"627","Las Vegas, NV",0.511666666666667,"Southwest","downtown","Las Vegas","Season_1",27,"#e6ab02"
"628","Phoenix, AZ",0.7425,"Southwest","downtown","Phoenix","Season_2",5,"#e6ab02"
"629","Phoenix, AZ",0.710505887699383,"Southwest","downtown","Phoenix","Season_9",21,"#e6ab02"
"630","Phoenix, AZ",0.6925,"Southwest","downtown","Phoenix","Season_6",19,"#e6ab02"
"631","Phoenix, AZ",0.689166666666667,"Southwest","downtown","Phoenix","Season_4",9,"#e6ab02"
"632","Phoenix, AZ",0.680189144873763,"Southwest","downtown","Phoenix","Season_10",20,"#e6ab02"
"633","Phoenix, AZ",0.679256448332979,"Southwest","downtown","Phoenix","Season_8",20,"#e6ab02"
"634","Phoenix, AZ",0.640384615384615,"Southwest","downtown","Phoenix","Season_1",8,"#e6ab02"
"635","Phoenix, AZ",0.628461538461539,"Southwest","downtown","Phoenix","Season_3",17,"#e6ab02"
"636","Phoenix, AZ",0.612212966879312,"Southwest","downtown","Phoenix","Season_11",31,"#e6ab02"
"637","Phoenix, AZ",0.589090909090909,"Southwest","downtown","Phoenix","Season_5",20,"#e6ab02"
"638","Phoenix, AZ",0.555833333333333,"Southwest","downtown","Phoenix","Season_7",37,"#e6ab02"
"639","Salt Lake City, UT",1.55052939044592,"Southwest","downtown","Salt Lake City","Season_9",1,"#e6ab02"
"640","Salt Lake City, UT",1.34518742545159,"Southwest","downtown","Salt Lake City","Season_11",1,"#e6ab02"
"641","Salt Lake City, UT",1.22489191425888,"Southwest","downtown","Salt Lake City","Season_8",1,"#e6ab02"
"642","Salt Lake City, UT",1.21917508745421,"Southwest","downtown","Salt Lake City","Season_10",1,"#e6ab02"
"643","Salt Lake City, UT",1.09166666666667,"Southwest","downtown","Salt Lake City","Season_7",2,"#e6ab02"
"644","Salt Lake City, UT",0.886,"Southwest","downtown","Salt Lake City","Season_6",4,"#e6ab02"
"645","Salt Lake City, UT",0.789166666666667,"Southwest","downtown","Salt Lake City","Season_5",6,"#e6ab02"
"646","Salt Lake City, UT",0.78,"Southwest","downtown","Salt Lake City","Season_4",5,"#e6ab02"
"647","Salt Lake City, UT",0.715384615384615,"Southwest","downtown","Salt Lake City","Season_3",13,"#e6ab02"
"648","Salt Lake City, UT",0.551818181818182,"Southwest","downtown","Salt Lake City","Season_2",17,"#e6ab02"
"649","Salt Lake City, UT",0.51375,"Southwest","downtown","Salt Lake City","Season_1",26,"#e6ab02"
"650","San Antonio, TX",0.728461538461538,"Southwest","downtown","San Antonio","Season_6",15,"#e6ab02"
"651","San Antonio, TX",0.680313288500563,"Southwest","downtown","San Antonio","Season_11",25,"#e6ab02"
"652","San Antonio, TX",0.658827713386928,"Southwest","downtown","San Antonio","Season_9",22,"#e6ab02"
"653","San Antonio, TX",0.65,"Southwest","downtown","San Antonio","Season_7",28,"#e6ab02"
"654","San Antonio, TX",0.61,"Southwest","downtown","San Antonio","Season_5",18,"#e6ab02"
"655","San Antonio, TX",0.599113271240783,"Southwest","downtown","San Antonio","Season_10",30,"#e6ab02"
"656","San Antonio, TX",0.592323129903453,"Southwest","downtown","San Antonio","Season_8",30,"#e6ab02"
"657","San Antonio, TX",0.528636363636364,"Southwest","downtown","San Antonio","Season_3",29,"#e6ab02"
"658","San Antonio, TX",0.45,"Southwest","downtown","San Antonio","Season_4",36,"#e6ab02"
"659","San Antonio, TX",0.340416666666667,"Southwest","downtown","San Antonio","Season_1",54,"#e6ab02"
"660","San Antonio, TX",0.34,"Southwest","downtown","San Antonio","Season_2",47,"#e6ab02"
"661","Tucson, AZ",0.813420813622575,"Southwest","downtown","Tucson","Season_11",12,"#e6ab02"
"662","Tucson, AZ",0.799772401993242,"Southwest","downtown","Tucson","Season_10",11,"#e6ab02"
"663","Tucson, AZ",0.770082326817726,"Southwest","downtown","Tucson","Season_9",15,"#e6ab02"
"664","Tucson, AZ",0.769230769230769,"Southwest","downtown","Tucson","Season_7",15,"#e6ab02"
"665","Tucson, AZ",0.719,"Southwest","downtown","Tucson","Season_6",16,"#e6ab02"
"666","Tucson, AZ",0.71471047741597,"Southwest","downtown","Tucson","Season_8",17,"#e6ab02"
"667","Tucson, AZ",0.626363636363636,"Southwest","downtown","Tucson","Season_5",17,"#e6ab02"
"668","Tucson, AZ",0.590769230769231,"Southwest","downtown","Tucson","Season_3",23,"#e6ab02"
"669","Tucson, AZ",0.586,"Southwest","downtown","Tucson","Season_2",13,"#e6ab02"
"670","Tucson, AZ",0.571818181818182,"Southwest","downtown","Tucson","Season_1",17,"#e6ab02"
"671","Tucson, AZ",0.551666666666667,"Southwest","downtown","Tucson","Season_4",22,"#e6ab02"
"672","Tulsa, OK",0.596666666666667,"Southwest","downtown","Tulsa","Season_6",31,"#e6ab02"
"673","Tulsa, OK",0.593075667580066,"Southwest","downtown","Tulsa","Season_10",31,"#e6ab02"
"674","Tulsa, OK",0.592617685208185,"Southwest","downtown","Tulsa","Season_9",29,"#e6ab02"
"675","Tulsa, OK",0.570909090909091,"Southwest","downtown","Tulsa","Season_7",34,"#e6ab02"
"676","Tulsa, OK",0.561428571428571,"Southwest","downtown","Tulsa","Season_5",24,"#e6ab02"
"677","Tulsa, OK",0.547302853229705,"Southwest","downtown","Tulsa","Season_8",34,"#e6ab02"
"678","Tulsa, OK",0.544713640197312,"Southwest","downtown","Tulsa","Season_11",39,"#e6ab02"
"679","Tulsa, OK",0.523,"Southwest","downtown","Tulsa","Season_4",26,"#e6ab02"
"680","Tulsa, OK",0.505,"Southwest","downtown","Tulsa","Season_2",25,"#e6ab02"
"681","Tulsa, OK",0.496111111111111,"Southwest","downtown","Tulsa","Season_1",29,"#e6ab02"
"682","Tulsa, OK",0.4805,"Southwest","downtown","Tulsa","Season_3",37,"#e6ab02"
